PARTNUMBER	ALTPARTNUMBER	STOCKONHAND
787500037827	10153	0
787511099937		0
787647100019		0
787647100040		0
787647100088		0
787647100316		0
787647100323		0
787647100415		0
787647100477		0
787647100491		0
787647100569		0
787647100606		0
787647100668		0
787647100781		0
787647100934		0
787647101030		0
787647101061		0
787647101184		0
787647101429		0
787647101504		0
787647101764		0
787647101801		0
787647101887		0
787647200948		0
787647300792		0
787647300853		0
787647300976		0
790011020028	020028	0
790011030010	JD	0
790011030119	JDOR	0
790011070016		0
790011120353		0
790011140931		0
790011180043		0
790011190219		0
790011290421		0
790616310005		0
790916775061		0
792554202008		0
792554701150		0
792850006430		0
792850007406		0
792850009134		0
792850009165		0
792850010307		0
792850012202		0
792850012905		0
792850014428		0
792850014435		0
792850014503		0
792850016736		0
792850016774		0
792850022003		0
792850024700		0
792850025004		0
792850025783		0
792850026711		0
792850027305		0
792850069992		0
792850071995		0
79285007907406	792850776999	0
792850094994		0
792850140998		0
792850152991		0
792850164994		0
792850194991		0
792850569997		0
792850583993		0
792850589995		0
792850892194		0
792850892521		0
792850894099		0
792850894518		0
792850894617		0
792850898097		0
792850898103		0
792850898134		0
792870 171569		0
793573083562		0
793573105578		0
793573685858		0
795032	693749795032	0
79603	693749796039	0
798304177381		0
798304258479		0
79854011630	00163	0
7KE10	871791000810	0
7T	800543016052	0
800144	359800800144	0
8003521	854428003521	0
8009	079854080094	0
8030	812122011839	0
80303	693749803034	0
803979002705		0
803979003030		0
803979003603		0
803979004808		0
803979006000		0
803979022000		0
803979033006		0
804879057604		0
804879230885	MSPC2	0
805600211906		0
807		0
8070	812122011853	0
808		0
8085	812122011860	0
809511101653		0
809511103084	10308	0
810165015012		0
810180020442		0
810401020992		0
810401021227		0
810401021234		0
810401021241		0
810401021265		0
810401021272		0
810401021289		0
810401021302		0
810988010799		0
810988012960		0
810988092146		0
811		0
811187020930		0
811187021012		0
811187021029		0
811187021067		0
811187021494		0
811187021609		0
811187021678		0
811187021869		0
811187021999		0
812081020286		0
812081020378		0
8120810216582		0
812081022198	GUN	0
812081022259		0
812081023485		0
81212	812122012775	0
812122010016		0
812122010030		0
812122010108		0
812122010184	010184	0
812122010207	1375	0
812122010221		0
812122010238		0
812122010412		0
812122010436		0
812122010597		0
812122010634		0
812122010696		0
812122010757	3600	0
812122010917		0
812122010924		0
812122010986		0
812122011013		0
812122011174	5200	0
812122011211		0
812122011259		0
812122011433		0
812122011457		0
812122011501		0
812122011525		0
812122011587	6900-1	0
812122011617		0
812122011662		0
812122011808		0
812122011877		0
812122011914	53156	0
812122011921		0
812122012041		0
812122012102		0
812122012126		0
812122012140		0
812122012164		0
812122012195		0
812122012201		0
812122012355	8335	0
812122012447		0
812122012539	2840	0
812122012621		0
812122012638		0
812122012652		0
812122012669		0
812122012751		0
812122012898	7510	0
812122013031		0
812122013147		0
812122015028	M1100	0
812122015080		0
812122015141		0
812122015370		0
812122015448		0
812122015509		0
812122015530		0
812122015547		0
812122016612		0
812122016629		0
812122016742		0
812325022458		0
812527012141		0
812527012158		0
812527012202		0
812527012219		0
812527012240		0
812806102167		0
812806102419		0
812806102617	B02617	0
812806102686		0
812806104123	104123	0
812806106011		0
815354020280		0
815354020785		0
815429011069		0
815429011830		0
815429012073		0
815429012592		0
815429012745		0
815429013186		0
816559011103		0
817234010206		0
817291000349		0
817291000424		0
817291001377		0
817291005269		0
818692007555		0
818692008255		0
819401021725		0
819401022098		0
819401022234		0
819401026676		0
819401035463		0
819401043253		0
822383295022		0
82304	693749823049	0
825041	71614	0
828054001077		0
828054001848	P01848	0
828054001862	001862	0
828054018020		0
8285-01K		0
8300	812122011907	0
830028001099		0
830028001105		0
830028001112		0
830028001129		0
830028001136		0
832492042103		0
8325		0
833432	9421027833432	0
833777	9421027833777	0
833937	9421027833937	0
837540000012		0
838287000013		0
838287000020		0
838287000037		0
838287000075		0
838287000105		0
838287001508	HMICA	0
838287004004	ME3	0
838287005230		0
839282002088		0
839573002001		0
840093140012		0
840524150726		0
840524154946		0
840524155394		0
840834000841	ICU24	0
841058005483	259-9181	0
841058005575		0
8425	812122011952	0
846241006469		0
850323006049		0
850397004538		0
850922002039		0
851409007004		0
851409007028	3631389	0
85200	042137852008	0
852154	787647852154	0
852633003091		0
852633003770		0
852878005447		0
852878005485		0
852878005546		0
852878005690		0
852878005706		0
852878005713		0
852878005874		0
852878005881		0
852878005942		0
853152100025		0
853152100131		0
853152100759		0
853152100773		0
853152100957		0
853152100971		0
853152120061		0
853152120344		0
853152120801		0
853152120818		0
853152120825		0
853152120832		0
853152120856		0
853152120863		0
853152120870		0
853152120887		0
853267003006		0
853358003342	003342	0
853358003755	003755	0
853471002000		0
853471002123		0
853471002284		0
853471002291		0
853471002307		0
85400	042137854002	0
854428003002		0
854428003033		0
854428003064		0
854428003125		0
854428003149		0
854428003309		0
854428003323		0
854428003347		0
854428003361		0
854428003491		0
854428003545		0
854428003576		0
854428003590		0
854428003606		0
854428003651		0
854428003668		0
854428003798		0
855		0
855188003011		0
855658006078		0
855658006108		0
855950003454	B1217	0
855950003904		0
855950003942		0
855950003959		0
855950003966		0
855950003973		0
855950003980		0
855950003997		0
856		0
857670002007		0
858792002005		0
858792002036		0
858792002043		0
858792002050		0
858792002067		0
858792002074		0
858792002081		0
858792002432		0
858971000020		0
859139006052		0
871149001445		0
871791000117	ESBE1	0
871791000650	CLI44	0
871791001046		0
871791001220	END12	0
871791001626		0
871791001749		0
871791001787		0
871791002128		0
871791002197		0
871791002364	BET37	0
871791002654		0
871791002845		0
871791002906		0
871791002937		0
871791100329		0
871791107113	107113	0
871791108011		0
8718182450118	HH41-A	0
8718182451054	451054	0
8718182451061	451061`	0
8718182451078	451078	0
8718182451085	451085	0
8718182451092	451092	0
8718182451108		0
877173001147		0
877173001208		0
877173001246		0
877173001284		0
877173001321		0
877173001383		0
878941000140		0
879349	639277879349	0
879426003670		0
879426004790		0
879426004905		0
879426004936		0
879426005339		0
879426006145		0
879426006343		0
879426006480		0
879426006619		0
879426007517		0
879426007883		0
879426007906		0
879426008248		0
879426008811		0
879426008828		0
879426008842		0
879426009146		0
879452000421		0
879452000704		0
883196102334		0
883196102549		0
883196105458		0
883196121915		0
883196126804	SE2	0
883196131105		0
883196214006		0
883196215805		0
883196315505		0
883813398973		0
884392555627		0
886790013624		0
8868BG-M	048503886837	0
88856578	8885657800	0
889476316125	3461993	0
890000001011		0
891116000288	BET42	0
891501001043		0
891501001111		0
891501001142		0
893481001419	001419	0
893481001457	0011457	0
893869000034		0
893869000041		0
893869000058		0
893869000171		0
893869000195		0
893869000263		0
893869000508		0
893869000928		0
893869000935		0
893869000966		0
893869003592		0
893869003622		0
893869005077		0
893869005084		0
893869005404		0
894094006112		0
894319000017		0
894319000116		0
894319000246		0
894319000253		0
894319000338		0
894319000413		0
897618000245		0
898062001147		0
898062001383		0
898062001413		0
898062001659		0
9002097	897839002097	0
90030	076635900305	0
901		0
90310	076635903108	0
904		0
905		0
90646	079854906462	0
90651	079854906516	0
90907	064180909072	0
90983	072140909833	0
910196	755571910196	0
911278	755571911278	0
912046	755571912046	0
913647	755571913647	0
913777	755571913777	0
914		0
92564	755571925640	0
927408	755571927408	0
928		0
928160	755571928160	0
92903	755571929037	0
933300	755571933300	0
934499	755571934499	0
936455	755571936455	0
936462	755571936462	0
93812	713757938129	0
9414740076965	FROG	0
9421027831803		0
9421027832084		0
9421027832923		0
9421027833340		0
9421027834248		0
94871	025715948713	0
94872	025715948720	0
94880	025715948805	0
95008	025715950082	0
95011	025715950112	0
95022	025715950228	0
971138	071623971138	0
9780446679800		0
9780735323339		0
9780735328181		0
9780735328204		0
9780735328563		0
9780735330962		0
9780735330979		0
9780735331129		0
9780735331136		0
9780735331969		0
9780735331990		0
9780735332225		0
9780735332294		0
9780735332300		0
9780735334014		0
9780735334380		0
9780735334472		0
9780735334489		0
9780735334502		0
9780735334717		0
9780735334731		0
9780735335158		0
9780735335189		0
9780735335202		0
9780735335363		0
9780735335424		0
9780735335769		0
9780735335776		0
9780735335806		0
9780735336698		0
9781	042137978104	0
9781891434204		0
9782	042137971907	0
9783	042137978302	0
9784	1000000119	0
9785	042137978500	0
980840	071623980840	0
9910-18	048503094973	0
9910-20	048503094980	0
99519	736211995193	0
996235	751063996235	0
A1150	812122012058	0
A1500		0
A2000	1000000008	0
A5400	812122012294	0
A5500	812122012300	0
AB	AB763	0
AB1	AB1161	0
AD EX RICH		0
ADR33	871791000834	0
AH1371	1371	0
AH1380	1380	0
ALP43	1000000014	0
ANT20	693465402115	0
ANT21	766298000145	0
ANT22	766298000152	0
APPLICATOR		0
AR-121-ECL		0
AR-121-FIR		0
AR-121-MMI		0
AR-130-BGA		0
AR-130-ORC		0
ARGPM	755571915849	0
ASC04	871791002227	0
ATH659	TH659BOX	0
ATH659BOX	BOX	0
AWE1002		0
AZEOX	755571011923	0
B007	GCB007	0
B1	9782842510510	0
B10	9780557370566	0
B103	693749103035	0
B105	693749105039	0
B11	9781893910157	0
B113	693749113027	0
B12	9780789410672	0
B1202	855950003089	0
B1203	855950003096	0
B1205	855950003102	0
B1206	855950003119	0
B1207	855950003126	0
B1208	855950003133	0
B126	693749126034	0
B12L2	766298009377	0
B13	9780879837884	0
B130	693749130024	0
B2	605069999984	0
B4	090700003067	0
B5	9780973180343	0
B7	9780973296211	0
B9	705105008301	0
BA1201	855950003072	0
BAB	790011030133	0
BARF001		0
BB	790011030102	0
BCO20	766298004501	0
BD1	BD1016	0
BDY16		0
BDY33		0
BDY38		0
BDY42		0
BDY43		0
BE0042		0
BE0043		0
BEC1234		0
BEC1429		0
BEC1434		0
BEC1435		0
BET27	766298005485	0
BFAST001		0
BGC026		0
BH0117		0
BIOSOM	755571012593	0
BIT11	1000000024	0
BITT6	748840019072	0
BLA1018		0
BLA16	708118010750	0
BLC4292		0
BLT4766		0
BLT5280		0
BLU12	871791000636	0
BOTT1	1000000025	0
BOTT2	748840004344	0
BR-BETA-TCP		0
BR-BIODMULS		0
BROM7	018647031028	0
BSTNRND60ML		0
BTB4667		0
BU-LITTLEOTUSF		0
BU-PARADE		0
BU-RAINBOW		0
BUN09		0
BUN11		0
C-305-L	048503030551	0
C010	CC010	0
C047	CC047	0
C059	CC059	0
C062	CC062	0
C065		0
C066		0
C1316	1316	0
C1521		0
C201	CC201	0
C202	CC202	0
C205	CC205	0
C205-S-R	048503021535	0
C205-S-XXL	048503021573	0
C207	CC207	0
C210	CC210	0
C233	CC233	0
C235	CC235	0
C247	CC247	0
C251	CC251	0
C254	CC254	0
C306BL-2XL	048503230678	0
C315-S	048503031527	0
C317BL-P	048503231729	0
C317BL-Y	048503231736	0
C318-RB	048503031800	0
C320-PP-Y	048503032067	0
C504		0
C559		0
C587		0
C599		0
C631		0
C642		0
C643		0
C645		0
C647		0
C648		0
C656		0
C662		0
C676		0
C697		0
C699		0
C7	737491737077	0
C725		0
CA 004	755571013200	0
CA 037120	755571912589	0
CA038	755571013385	0
CACHC	755571013149	0
CAL1000	755571013101	0
CAL1000180	755571910073	0
CAL33	748840053229	0
CAL60	766298000473	0
CALACAP	755571013095	0
CALACAP180	755571913449	0
CALM4	018647021142	0
CALM5	018647021029	0
CAND5	708118010064	0
CAP1	766298011288	0
CELL	755571013262	0
CG-025	1000000066	0
CG-110	1000000067	0
CHA14	708118010552	0
CHARBANGDSB		0
CHO19	708118012921	0
CHOLASC	755571031105	0
CHOLASC180	755571910110	0
CHR1251		0
CHR14	018647021135	0
CLI27	871791001084	0
CLUB001		0
CLUB002		0
CO233	871791002272	0
COOKBOOK		0
COQ60	766298000756	0
COQ78	871791000360	0
CORT180	755571013958	0
CPL001		0
CRAN2	708118020704	0
CU13R	612615049215	0
D168	1000000002	0
D3	755571914422	0
D5000	755571920003	0
DELIVERY 25	1000000136	0
DELIVERY 40	1000000138	0
DELIVERY 50	1000000140	0
DER15	871791004160	0
DGCB01		0
DISC-COLDSHIP		0
DRYB1	748840024496	0
DUOZY	018647031042	0
DVIT3	693465519110	0
E142	693749142010	0
EASE001		0
EBB122	897295002211	0
EBB129	897295002280	0
EBB133	897295002327	0
EBB138	897295002372	0
EBB143	897295002426	0
EBB148	897295002471	0
EBGB-BDAYBLEND		0
ECAP4	748840053342	0
ECH47	871791002869	0
EFAM		0
EM GC131 H		0
EM GC134		0
EM GC136	EM GC136 H	0
EM GC142		0
EM GC157 H		0
EM GC183	EM GC183 H	0
EM GC195 H	EM GC195	0
EM GC207 H		0
EM GC208 H		0
EM GC214		0
EM GC217 H		0
EM GC219 H		0
EM GC221 H		0
EM GC232 H		0
EM GC246 H		0
EM GC263 H		0
EM GC265 H		0
EM GC267		0
EM GC271 H		0
EM GC272		0
EM GC272 H		0
EM GC274 H		0
EM GC278 H		0
EM GC286 H		0
EM GC298 H		0
EM GC302		0
EM GC308	EM GC308 H	0
EM GC316 H		0
EM GC318 H		0
EM GC346 H		0
EMDISCCOQ10	763948563463	0
EMDISCFORT	871791001442	0
EMGC208	EM GC142 H	0
EMGC214		0
EMGC263		0
EMMG111		0
EMMG120		0
EMOT2	766298010243	0
EMPTYGELCAPS2		0
EN-B12LIQ		0
EN-B12LOZ		0
ENDF7	871791000698	0
EPA15	766298002811	0
EPA6EC	755571910561	0
EPAXEC	755571913760	0
ES	755571922137	0
EST17	766298009308	0
EX001	755571800008	0
F402-061011	814231018938	0
F444-101411	814231015906	0
F455-120211	814231018822	0
F480-020112	814231016132	0
FA51-90	CODE FA51-90	0
FD-BDPENNANT		0
FD-BDSIBLING		0
FD-CGFINGER		0
FD-DADBILL		0
FD-DADFINGER		0
FD-GRADFINGER		0
FD-RE-TICKET		0
FD-SWEET		0
FD-TYKARMA		0
FE017	755571016201	0
FEDEX VAR	1000000135	0
FEDEXOVRNGHT		0
FEM	790011030058	0
FH1110		0
FIBR3	708118010354	0
FLA22	766298001098	0
FLA23	766298001104	0
FOLA60	755571016287	0
FRND001		0
FTH1123		0
G10	737491510106	0
G5	737491510052	0
GABA4	871791003415	0
GAR45	871791000452	0
GAR46	871791002296	0
GC-030	1000000070	0
GC-097	1000000065	0
GC-103	1000000068	0
GC-106	1000000069	0
GC-124	1000000071	0
GC-279		0
GC-O52	1000000064	0
GC0001		0
GC0002		0
GC0004		0
GC0006		0
GC0009		0
GC0012		0
GC0013		0
GC0015		0
GC0017		0
GC0020		0
GC0023		0
GC0032		0
GC0036		0
GC0049		0
GC0053		0
GC0056		0
GC0057		0
GC00OI		0
GC136		0
GC143		0
GC152		0
GC20	GC2053	0
GC216	GC2160	0
GC218	GC2185	0
GC219	GC2195	0
GC22	GC2289	0
GC220	GC2205	0
GC226	GC2264	0
GC232		0
GC240		0
GC250		0
GC260		0
GC263		0
GC264		0
GC267		0
GC302		0
GC304		0
GC306		0
GC308		0
GC309		0
GC322		0
GC350		0
GCB	GCB008	0
GCB006		0
GCB027		0
GCB030		0
GCF0004		0
GCF0005		0
GCHE09		0
GCHF03		0
GCHF08		0
GCHM01		0
GCHM12		0
GCHOOO6		0
GCK005		0
GCK011		0
GCL011		0
GCM0006		0
GCM0007		0
GCM064		0
GCM07		0
GCM120	790011190233	0
GCM132		0
GCOO26		0
GCOO32		0
GCOO5O		0
GCOO76		0
GCOOO3		0
GCOOO4		0
GCT021		0
GCT024		0
GCW007		0
GERMC	713947712904	0
GET001		0
GFF5342		0
GIFTCERT		0
GIN50	1000000001	0
GL175	871791001329	0
GL176	871791001305	0
GL177	871791001343	0
GL180	871791003842	0
GLR463		0
GLR501		0
GLR531		0
GLR534		0
GLR547		0
GLR561		0
GLR581		0
GLR584		0
GLR585		0
GLR593		0
GLR611		0
GLR658		0
GLR670		0
GLRED	790011150398	0
GLU41	693465105115	0
GLUC	755571922700	0
GM8Z	790011150077	0
GMCAP	790011150121	0
GPG2714		0
GPG4446		0
GPG4646		0
GPG4804		0
GPG5030		0
GPG5041		0
GPG5042		0
GPG5160		0
GPG5161		0
GPG5269		0
GPG5319		0
GPG5321		0
GPG5322		0
GPG5323		0
GPG5325	749190053259	0
GPG5327		0
GRCOO3O		0
GREE9	018647051101	0
GREET	GREETINGS	0
GS-KEEPSAKE		0
GX360V	755571924087	0
H2302	719869529446	0
H2313	719869532606	0
H2462	719869541875	0
H2463	719869541882	0
H2464	719869541899	0
H2642	719869535034	0
H2701	719869540847	0
H2702	719869540854	0
H2703	719869540861	0
H2742	719869540892	0
H2743	719869540908	0
H2761	719869540922	0
H2762	719869540939	0
H2763	719869540946	0
H2764	719869540953	0
H2843	719869540823	0
H2844	719869540830	0
H3063	719869537113	0
H3064	719869537120	0
H3065	719869537137	0
H3702	719869536604	0
H3703	719869536611	0
H92	006960961689	0
HEALTHB12	METH4	0
HELLO	HELLOP	0
HEMA	755571018250	0
HOMOC	713947725805	0
HTTPS://GOO.GL		0
I06583	871791706583	0
I06637	871791706637	0
I06644	871791706644	0
ICBLE	708118011511	0
ICU3	840834002944	0
IL-BALCE		0
IL-GADH		0
IL-GAM		0
IL-HPM		0
IL-HPMK		0
IL-MBD		0
IL-MWM		0
IL-PCD		0
IL-WFM		0
IMM10	693465224113	0
IMM16	748840002272	0
INFIN001		0
INFL180	755571018878	0
IOD15	766298003825	0
IODORAL90		0
IPR15	766298003559	0
IPR16	766298003542	0
IRO14	708118011153	0
ISOD	755571912329	0
IVYC1	871791000193	0
J20124	790011120124	0
JA-TMG	790011200079	0
JOI28	359800526372	0
JOS1413		0
JOS1415		0
JOS1417		0
JOS1418		0
JOS1420		0
JRBEADSPEARMIN		0
K120K	790011080077	0
K2029	800543015161	0
KAT1101		0
KAT1107		0
KAT1315		0
KAT1317		0
KGR1409		0
KT36-A	612615052727	0
L3505		0
LB12908 07.112		0
LIC31	748840009837	0
LIQU6	871791000728	0
LIQU8	871791000742	0
LIV25	693465252116	0
LIZ1237		0
LOSS		0
LOTS001		0
LOV22		0
LOV33		0
LSP63309 07.01		0
LUMIN	708118011603	0
LUVM001		0
LYCO	790011120117	0
M08	GCHM08	0
M1050	812122016537	0
M1202	812122015189	0
M1260	812122015271	0
M1445	812122015554	0
M213	693749213024	0
M217	693749217022	0
M218	693749218029	0
M238	693749238027	0
M256	693749256021	0
M258	693749258025	0
M270	693749270027	0
M274	693749274025	0
M41640		0
M6820	812122015905	0
MAG46	766298001739	0
MAG47	766298001722	0
MAGG	755571023018	0
MAN12	766298001760	0
MANN3	766298004433	0
MAXX1	018647011013	0
MAXX4	018647011044	0
ME-SE-100	755571910240	0
ME009	755571023292	0
MEG1300		0
MENTH	871791002678	0
MERC4	871791001596	0
METG	755571023254	0
MG00-A	612615056176	0
MINIU001		0
MM-DTPDX		0
MM-HABRIDGE		0
MM-HABRIDGE2		0
MM-HHGRCARD		0
MM-HOLIDAYPC		0
MM-MCGRCARD		0
MM-MT.HOOD		0
MM-MULTFALLS		0
MM-ORRAIN		0
MM-ST.JOHNSBRG		0
MM-STLBRIDGE		0
MM-VINTAGE		0
MN19-A	612615056374	0
MNP02	737491424021	0
MOM YELL 002		0
MOTH7	748840002807	0
MP	790011130079	0
MP134	737491441349	0
MP159	737491441592	0
MP237	737491442377	0
MP242	737491442421	0
MP248	737491442483	0
MP251	737491442513	0
MP263	737491442636	0
MS0002	612615021549	0
MSM100	790011190110	0
MT	MTHOOD	0
MU030	755571024510	0
MUCHO001		0
MUL42	748840000391	0
MUL92	871791001725	0
MULT	MULTNOMAH	0
MY029	755571024107	0
MYO39	755571024978	0
MYO41	755571024954	0
N02510		0
NAC	790011070023	0
NAT25	356163302209	0
NC21	NC2132	0
NC213	NC2135	0
NC2136		0
NECKLACEDSB		0
NIA23	871791002968	0
NM-3	1000000082	0
NM-30	1000000081	0
NM-34	878223001346	0
NM-36	1000000087	0
NPM013		0
NS03	800543032625	0
NW27	737491149276	0
NW31	737491149313	0
OCCU2	713947710801	0
OST19	708118010668	0
P13176	766298013176	0
P365005		0
PAN53	871791002791	0
PANC7	766298004792	0
PAR13	871791001800	0
PD	790011030027	0
PDC3022	1000000072	0
PECT3	713947719903	0
PECTA	713947720602	0
PED14	766298007465	0
PEN039		0
PEN047		0
PEN065		0
PEN068		0
PERS1	356163305200	0
PH107	812729024379	0
PH108	812729024386	0
PHO37	766298006529	0
PHSTRIPS		0
PHY15	871791001848	0
PHY71	356163301103	0
PM12335		0
PM12362		0
PNW001		0
POT18	766298004525	0
PPPFC	871791003804	0
PPPTI	871791003835	0
PPRWTLARGE		0
PPRWTSMALL		0
PREG11	713947748200	0
PRET001		0
PRIORITY	ONE	0
PRIORITY ONE	STRESS B&C	0
PROG3	356163300953	0
PROGF	356163300908	0
PS	790011160052	0
PSI60	871791001893	0
PSIDA	871791001886	0
PURE E	2551012F	0
PYC12	766298002286	0
R9T	800543016151	0
RAIN	PACIFIC	0
RAN23		0
RAN30		0
RCC-ADVENTURE		0
RCC-CAROUSEL		0
RCC-CATEPILLAR		0
RCC-CITYSCAPE		0
RCC-FLOWERBASK		0
RCC-FRUITPARTY		0
RCC-GIRAFFE		0
RCC-NIGHTBO		0
RCC-PARTYANIM		0
RCC-PARTYBEAR		0
RCC-THNKSBUNCH		0
RCC-WARMBDAY		0
RECA2	871791000551	0
RED23	708118011818	0
RESV	790011140610	0
RF	871791002821	0
RH124	871791003996	0
RHIZI	871791001916	0
RLY001		0
RSP	GC2242	0
RSP- MINI	DAISY	0
RSP- MINI1	RSP- BALLOON	0
RSP- MINI2	RSP- FLOWER	0
RSP- MINI3	RSP- ICE CREAM	0
RSP- MINI4	RSP- ELEPHANT	0
RSP-BIG THANKS		0
RSP-CONECLOWN		0
RSP-GRAY KITT		0
RSP-HEART THX		0
RSP-MANYTHANKS		0
RSP-OAKTREE		0
RSP-PILL PATT		0
RSP-PLANTTHANK		0
RSP-PRETZEL		0
RSP-SMIT KIT		0
RSP-TRIANGLES		0
RSP-WISH DOTS		0
RSP-YOUR YEAR		0
RST-KITTENPRES		0
SA2156	763189168236	0
SA501	693749501015	0
SA525	693749525028	0
SA550	693749550020	0
SAC	790011030041	0
SAS	SASQUATCH	0
SB300	693749300014	0
SB331	1000000003	0
SB336	693749336020	0
SD403	693749403029	0
SD414	693749414025	0
SD415	693749415022	0
SE	755571926777	0
SE203-OCL		0
SE203-SPI		0
SF703	693749703020	0
SF708	693749708018	0
SF715	693749715023	0
SF765	693749765011	0
SF770	693749770039	0
SF775	693749775010	0
SG- 1432		0
SG- 1463		0
SG- 2038		0
SG- 2061		0
SG- 2067		0
SG- 2070		0
SG- 2072		0
SG- 2083		0
SG- 2086		0
SG- 2301		0
SG- 2309		0
SG- 860		0
SG-2084		0
SG-2092		0
SG804	693749804024	0
SG821	693749821038	0
SHIP12		0
SHIP13		0
SHIPFEDEXFREE		0
SI391	391	0
SI392	392	0
SIMP2	763948084104	0
SINP	755571910578	0
SINUC	871791001954	0
SLFPL	871791001961	0
SN	SN1303	0
SN8	SN840	0
SN84	SN844	0
SN85	SN853	0
SODIU	713947701205	0
SONG001		0
SOPC	790011140146	0
SP01110	812122011105	0
SP619	693749619017	0
SP621	693749621010	0
SPC82	800543051428	0
SPC85	800543051459	0
SPEC9	871791002098	0
ST	STJOHNS	0
ST-1	1000000085	0
ST-2	1000000086	0
STEEL	STEELB	0
STEELR	STEELROSE	0
STJ19	748840000698	0
STT-4	COZY	0
STT-5	ROMANCE	0
STT-6	WARM	0
STT-7	STT-9000	0
SUPP1	748840053106	0
SUPP2	748840053168	0
T04511	871791004511	0
TD2	737491162022	0
TD9	737491162091	0
TEST		0
THINK	THINKING	0
THRU 001		0
THU15	748840019645	0
THUR	755571029256	0
TT	TTB1264	0
TTA	TTA1040	0
TTB	TTB1269	0
TTB10	TTB1054	0
TTB1045		0
TTB12	TTB1272	0
TTB1247		0
TTB514		0
TTB9	TTB921	0
TTC	TTC1169	0
TTC1	TTC1173	0
TTC11	TTC1193	0
TTG	TTG1236	0
TTG1583		0
TTK	TTK1281	0
TTL	TTL1287	0
TTL1651		0
TTP46201		0
TTT	TTT1175	0
TU12	737491103124	0
TU15	737491103155	0
TU8H	737491103087	0
TY90	TY9063	0
U1000	755571030610	0
U20001	086535200016	0
UBP	755571810908	0
UC	755571916211	0
UCAN001		0
UCORN001		0
UCPBE	755571916259	0
UCPPB	755571916280	0
UCS	755571916228	0
UGX	755571916471	0
UIX	755571928122	0
UM10	612615048324	0
UMC	755571916112	0
UMCRICE	755571917300	0
UMCWHEY	755571917324	0
UMP360E	755571923769	0
UMP360V	755571916082	0
UMP360VR	755571919472	0
UMPC	755571916044	0
UMVRICE	755571917317	0
UMVWHEY	755571917331	0
UPS VAR	1000000134	0
UTI2	748840003590	0
UXC	755571941749	0
V079854089929	08992	0
VAL001		0
VAL34	766298002545	0
VEGE8	018647091152	0
VEINO	708118010903	0
VITA3	748840053281	0
VM3 DISC	693749003069	0
VMF	693749012054	0
WA-051	06	0
WB401	612615046153	0
WISH	WISHYOU	0
WOM23	708118010200	0
WOM25	708118010101	0
WP	WPC07	0
WPC	WPC08	0
WPC01		0
WPC03		0
WPC05		0
WPC06		0
WR1563		0
WWDISC01	1000000023	0
WWDISC02	748840003408	0
WWDISC03	748840010000	0
WWDISC04	748840009820	0
WWDISC05	748840008106	0
WWDISC06	748840001770	0
WWDISC07	748840001831	0
X09837H0	078300098379	0
YEL1356		0
YEL1357		0
YUMJD	790011030218	0
ZIN37	766298002521	0
]C101006114000		0
]C101007073870		0
]C101106943930		0
]C101206124791		0
]C104850315735	1773	0
]C104850319446	048503194468	0
]C104850321825		0
]C104850321833	3908	0
]C104850322653		0
]C104850325423	4466	0
